934, 8631961674791090790430 
702, 408251201300015013427 
833, 2112541610963705365545 
8, 7909755782936074948158 
280, 8072763044034664493937 
33, 266869565840252076879 
414, 5159129678607039706931 
29, 242966435139206436347 
825, 8113114942223802980204 
532, 8900308558104994856368 
225, 9402634610874962056667 
219, 5141938396701688566110 
116, 9795059897585597675254 
783, 7033144607477102200878 
1, 1067269693208238670438 
359, 5241148541599655219321 
447, 9442357610816779525069 
105, 8668187643198675850483 
228, 1211630971589560380058 
257, 4517366522871225999100 
198, 1662493291480122484632 
731, 9747149992789899961879 
85, 8093874593971180633602 
298, 5230049598287228763181 
102, 3291829492585024743079 
159, 6486731834179527491365 
674, 2687192124931195290892 
257, 6799273095656804907824 
461, 6472162735744984783506 
532, 4017845796992128646722 
865, 268496677025551783327 
299, 2874239897768482124417 
432, 9024784272615060510259 
620, 2810985600280204275849 
394, 6745231116333547409711 
185, 2891718156997523836174 
821, 6213737265407565174937 
376, 4785944217578943792986 
494, 171788156881955656485 
129, 3359464465499873977067 
860, 2512776298490956285372 
183, 4038592302554449176947 
6, 6437959024192320537325 
213, 1879767479023783295043 
103, 2417830444007461407737 
351, 9031985492989399648140 
412, 1042506825140593745259 
454, 656916397097343483195 
684, 4722442110722821447463 
274, 4543685963262926823874 
794, 3859474497920291316446 
816, 6370268856997902233576 
755, 4313832747624726711668 
966, 1871588666757047162645 
733, 9156628336430427395623 
144, 6860871277243614472494 
699, 6605941509678062189012 
744, 5632434006513139829024 
199, 4550453416378108990218 
487, 1497408508497765124227 
672, 5767510955915800701699 
544, 9329263713000717682000 
761, 7332940101568510575223 
368, 2956658952783724847320 
356, 563478147138372791788 
64, 1464167367471291169501 
474, 5683295118474822490637 
236, 7787016158317651065898 
247, 1424523700814003341265 
268, 1203944683350760765727 
179, 256024228434182382883 
6, 5353733764996221125877 
964, 499236366148922850494 
578, 7813115895438937631508 
527, 7953130904154862141211 
540, 9583281509551564535223 
351, 6045184599043870982990 
839, 6455463918191087811770 
262, 3206750741795342905221 
842, 7146777588119897160354 
95, 6298067113247052735625 
761, 5526302842739077509511 
884, 3498369057127604976354 
900, 4819692570602957399503 
663, 8058324940952568978536 
426, 1934371135369668555868 
543, 3435941321759333798620 
131, 7224529229863166626549 
939, 8115457852431429608910 
951, 9083988607211014331399 
218, 8941790198809152773734 
461, 5430015140031153055768 
518, 201946764326595089189 
317, 3015232927597279914952 
463, 4010231996375263794296 
354, 2650947149490624384507 
988, 9267100706914579750320 
968, 4438878176785781460731 
581, 7415166395811705664961 
924, 9260104827720125500058 
739, 6720079824948553672658 
444, 9517218231659646792515 
418, 3260200996411463247202 
295, 4606618398107116563814 
820, 8107319176229843879835 
231, 1617894686800076212050 
16, 8004511867090472005923 
197, 9592250527658974765103 
639, 8240461523079246615127 
191, 9439289981424087216116 
25, 2714095814436306374161 
825, 6137139123804575592959 
895, 1088760463031374184266 
692, 5624052046829587571968 
391, 9956959320036944593516 
158, 5319800949035188248939 
49, 3070895118654876581951 
352, 5567343843491897284781 
812, 1280436812984082672706 
94, 2645136099586220060293 
713, 8265010723762289536411 
145, 9408465428717304370411 
860, 7348596788790489045294 
536, 381248335693048291344 
96, 2269060498005296478493 
735, 9896723706624370531664 
1000, 6721607336383156107317 
15, 8564194855905160157421 
415, 7343195443297181380630 
520, 7932476769853621159290 
111, 3536405559881714100599 
299, 6005518387906873212543 
41, 1162036928630738099057 
702, 1659283550022646249962 
855, 2553561206980533070770 
286, 8456320811459811581070 
960, 561233046356387275213 
374, 6201222238682326953636 
485, 3524887775529289403036 
927, 5590916402331680264037 
131, 7421538737098774555258 
327, 6620066913307639038784 
183, 8867012402415073347407 
655, 4677926118715929879112 
891, 4935009971409839957974 
261, 3381414007072070106295 
718, 3943145504343280002777 
262, 9570243579507611073933 
391, 3917596069437365885446 
220, 5837280563559015366951 
43, 2425186974542602551546 
527, 8087999290391738653180 
423, 1257064764118410182315 
406, 7252348452680065596151 
917, 7841676033587091892692 
91, 1804635887995744619904 
210, 5217267262059161060964 
784, 4167629826771023544178 
201, 8583284879523848824490 
30, 3231384528004048257772 
620, 9817457773273032305115 
583, 7564145290105381893118 
462, 3649085538452013122713 
134, 8361122293410096502236 
662, 3114606685159251514882 
535, 2160379728050533420687 
655, 5768876642249839105349 
358, 7145979762219800071866 
202, 9695200661540173613184 
318, 8141649478264662191201 
209, 5893256860623635902288 
697, 8551194145370284570238 
564, 7942997435102503674778 
657, 5344882752183621471067 
849, 420689551190383246396 
314, 2588523267392156772001 
98, 8457482238957059586973 
101, 8265614629587093472335 
832, 4273439453302720537412 
32, 3456364938241333141059 
773, 9027060609292526867280 
846, 9441548456212984136916 
562, 3757832801180418741405 
240, 7369923048693586360881 
346, 6307964958200043917565 
211, 9538818301558735858105 
515, 6449584106614219115418 
470, 6527901220327606684375 
517, 4389172779066780688256 
464, 1107760146232431915956 
963, 7972237861294078399094 
868, 4971347367012845201526 
328, 1399445125262162665678 
99, 7290245994944909427120 
842, 6175671643511654862521 
974, 5892514054448042931554 
525, 7357066224415752039306 
211, 6714031565719571623998 
20, 3801251736744435792056 
783, 8497415695940060683357 
